"wrkstat","wrkslf","wrkgovt","occ10","indus10","age","educ","sex","race","year","parsol","joblose","jobfind","satjob","satfin","coninc","conrinc","prestg10","prestg105plus","dwelown"
1,2,2,120,6970,38,18,2,1,2000,1,4,2,1,1,NA,NA,53,65,1
5,2,2,2200,7870,68,18,2,1,2000,3,NA,NA,NA,1,NA,NA,74,94,1
5,1,2,520,4870,67,12,1,1,2000,1,NA,NA,NA,1,166419,NA,45,49,NA
2,2,2,4740,5790,63,8,2,1,2000,3,3,2,2,2,NA,NA,24,12,1
7,2,1,NA,9370,36,13,2,1,2000,1,NA,NA,NA,3,46502,19376,NA,NA,1
1,2,2,3620,8190,46,12,2,1,2000,NA,4,3,2,2,28418,28418,55,71,1
5,2,2,7930,6080,81,10,1,1,2000,1,NA,NA,NA,2,NA,NA,37,29,NA
5,2,2,3255,8190,75,12,2,1,2000,1,NA,NA,NA,3,11626,NA,64,87,2
5,2,2,520,8660,85,12,2,1,2000,1,NA,NA,NA,2,7750,NA,45,49,2
5,1,2,4230,9290,71,8,2,1,2000,2,NA,NA,NA,3,NA,NA,25,14,2
1,1,2,2040,9160,36,17,1,1,2000,3,NA,NA,1,1,28418,28418,66,86,NA
1,2,1,9120,7860,38,12,2,1,2000,NA,4,2,2,2,24543,11626,35,27,1
7,2,2,5230,8190,68,12,2,1,2000,NA,NA,NA,NA,2,11626,11626,29,15,1
8,2,2,6230,770,46,10,1,1,2000,NA,NA,NA,NA,3,24543,14209,44,49,1
7,2,2,4110,8680,76,9,2,1,2000,2,NA,NA,1,2,16792,NA,31,16,1
1,2,2,7420,7780,26,16,1,1,2000,1,NA,NA,2,2,56836,33585,33,28,NA
2,2,2,4430,5380,76,12,2,1,2000,2,NA,NA,2,2,9300,9300,18,6,NA
8,2,2,9640,6480,47,12,2,2,2000,3,NA,NA,NA,2,7750,NA,22,13,NA
1,2,2,5860,7870,28,16,2,1,2000,1,NA,NA,1,3,16792,16792,32,26,NA
1,2,2,6230,770,45,12,1,1,2000,2,NA,NA,2,3,NA,NA,44,49,NA
1,2,2,4250,9080,38,10,1,1,2000,3,4,3,2,3,28418,28418,37,33,1
2,1,2,6440,770,67,8,1,1,2000,1,NA,NA,2,1,103338,103338,43,50,NA
1,2,2,7330,2770,53,12,1,1,2000,NA,2,2,2,1,38752,38752,38,37,2
4,2,2,6260,770,37,10,1,2,2000,NA,NA,NA,3,3,11626,5684,28,23,2
1,2,2,7750,3190,28,12,2,1,2000,1,1,3,1,2,33585,24543,35,26,1
1,2,2,4720,5090,30,13,2,2,2000,NA,4,2,2,3,38752,11626,28,16,1
5,2,1,2016,8370,72,13,2,1,2000,1,NA,NA,NA,2,16792,NA,44,44,NA
7,2,2,4720,5380,22,12,2,1,2000,NA,NA,NA,1,1,16792,NA,28,16,2
1,2,2,8220,2370,75,12,1,1,2000,3,NA,NA,2,2,33585,24543,44,47,NA
2,2,2,4720,5090,18,11,2,1,2000,3,4,1,2,1,16792,4650,28,16,1
5,2,2,1410,3490,75,16,1,1,2000,1,NA,NA,NA,1,166419,160964,73,94,NA
5,2,1,5700,9370,77,12,2,1,2000,4,NA,NA,NA,1,46502,NA,47,55,1
1,2,2,4720,4970,40,14,2,1,2000,4,3,2,2,3,NA,21959,28,16,1
5,2,2,1940,570,73,14,1,1,2000,2,NA,NA,NA,2,NA,NA,76,95,1
2,2,1,2320,7860,42,16,2,1,2000,NA,3,3,1,1,NA,NA,64,91,1
2,2,2,4965,8190,62,13,2,1,2000,1,NA,NA,2,2,166419,6717,31,26,NA
7,2,2,520,4390,72,14,2,1,2000,3,NA,NA,1,2,46502,NA,45,49,NA
1,2,2,10,3370,44,18,1,1,2000,NA,4,1,1,1,166419,160964,72,90,1
5,2,2,5940,2070,80,12,1,1,2000,NA,NA,NA,NA,1,69753,NA,17,6,1
1,2,2,4250,7770,32,12,1,3,2000,1,NA,NA,2,3,19376,19376,37,33,NA
2,2,2,4110,8680,23,16,1,1,2000,1,3,3,1,1,11626,11626,31,16,2
1,2,2,20,7680,37,14,2,1,2000,1,2,3,2,3,24543,24543,50,65,NA
5,2,2,4700,5090,78,11,2,1,2000,1,NA,NA,NA,2,11626,NA,38,39,NA
1,2,2,850,6970,31,16,2,1,2000,3,4,2,1,1,166419,28418,63,84,1
5,2,2,5700,9160,87,13,2,1,2000,3,NA,NA,NA,1,NA,NA,47,55,NA
5,2,2,7000,6080,83,15,1,1,2000,NA,NA,NA,NA,1,38752,NA,43,43,NA
5,2,2,5160,6870,76,13,2,1,2000,NA,NA,NA,NA,1,24543,NA,39,29,2
5,2,2,3255,8190,83,15,2,1,2000,3,NA,NA,NA,1,21959,NA,64,87,NA
5,NA,NA,NA,NA,83,16,2,1,2000,2,NA,NA,NA,1,69753,NA,NA,NA,1
1,1,2,10,770,49,19,1,1,2000,NA,4,1,1,1,166419,160964,72,90,1
2,1,2,810,7070,66,16,1,1,2000,1,4,1,1,1,166419,69753,55,69,1
5,2,1,230,7870,72,16,2,1,2000,1,NA,NA,NA,1,69753,NA,59,80,NA
1,2,2,800,3990,46,16,2,2,2000,4,3,2,1,2,103338,46502,60,85,NA
5,2,2,2830,6870,73,16,2,1,2000,1,NA,NA,NA,1,166419,NA,51,69,NA
7,2,2,9130,770,41,10,1,1,2000,2,NA,NA,NA,2,46502,14209,35,29,NA
2,2,2,4110,8680,39,13,2,1,2000,NA,3,2,1,2,16792,16792,31,16,2
5,2,2,5320,6770,59,14,2,1,2000,4,NA,NA,NA,1,56836,NA,25,13,1
5,2,2,50,5380,83,12,2,1,2000,2,NA,NA,NA,2,11626,NA,53,73,NA
1,2,2,350,8190,51,14,2,1,2000,3,3,2,NA,1,103338,69753,64,86,1
2,2,2,4220,9370,46,9,1,1,2000,3,NA,NA,2,2,14209,14209,24,15,NA
2,2,2,4040,8690,25,13,2,1,2000,3,4,1,2,2,21959,21959,32,21,2
5,2,2,800,7280,88,15,2,1,2000,1,NA,NA,NA,2,14209,NA,60,85,1
2,1,2,4720,8680,26,10,2,2,2000,NA,4,1,2,3,9300,NA,28,16,2
1,2,2,7160,3570,31,12,2,2,2000,NA,4,3,1,2,24543,24543,26,10,2
8,2,NA,NA,9170,65,NA,2,1,2000,NA,NA,NA,NA,3,5684,NA,NA,NA,1
1,2,2,7330,3990,37,13,1,1,2000,1,4,3,1,3,56836,56836,38,37,1
1,1,2,4250,7770,52,8,1,1,2000,NA,4,3,1,2,11626,11626,37,33,2
7,2,2,9620,9080,60,6,1,1,2000,5,NA,NA,NA,3,6717,NA,25,16,NA
1,2,2,5860,9480,61,12,2,1,2000,3,NA,NA,NA,3,33585,33585,32,26,NA
1,1,1,10,4690,59,17,1,1,2000,NA,4,1,2,2,166419,103338,72,90,1
1,2,2,8030,3570,28,14,1,1,2000,3,NA,NA,2,2,38752,19376,40,37,NA
2,2,1,2310,7860,31,18,2,1,2000,2,4,1,1,3,14209,3617,61,85,2
2,2,2,2310,7860,31,16,2,1,2000,NA,3,1,1,3,9300,4650,61,85,2
1,2,2,4150,8680,21,12,2,1,2000,NA,4,1,2,2,9300,3617,33,25,2
5,1,2,4810,6990,84,13,1,1,2000,3,NA,NA,NA,2,11626,NA,47,61,2
5,2,2,7730,3190,86,13,1,1,2000,NA,NA,NA,NA,1,4650,NA,35,32,2
5,2,2,4720,5280,72,10,2,1,2000,3,NA,NA,NA,2,11626,NA,28,16,2
5,2,2,8220,2880,79,12,2,1,2000,2,NA,NA,NA,1,16792,NA,44,47,NA
5,2,1,5700,3090,76,13,2,1,2000,NA,NA,NA,NA,3,11626,NA,47,55,2
5,2,2,725,1990,89,13,1,1,2000,NA,NA,NA,NA,2,19376,NA,49,63,2
5,NA,NA,NA,NA,76,14,2,1,2000,2,NA,NA,NA,1,9300,NA,NA,NA,2
5,2,2,8965,3570,85,11,2,1,2000,2,NA,NA,NA,2,NA,NA,35,28,NA
1,2,2,5620,5380,31,12,2,1,2000,2,4,3,2,2,33585,16792,25,12,2
5,2,2,8965,770,67,9,1,1,2000,NA,NA,NA,NA,3,9300,NA,35,28,2
2,2,2,4900,5390,70,9,2,1,2000,1,NA,NA,2,1,9300,3617,41,37,NA
1,2,2,5700,NA,31,14,2,1,2000,3,4,2,1,3,38752,19376,47,55,2
7,2,2,3500,7970,31,14,2,1,2000,2,NA,NA,1,1,166419,11626,69,88,NA
6,NA,NA,NA,NA,45,18,2,1,2000,5,NA,NA,NA,1,16792,NA,NA,NA,NA
1,2,2,7700,2570,53,12,1,1,2000,2,4,3,1,1,56836,56836,50,62,1
7,2,2,8320,1590,77,12,2,1,2000,1,NA,NA,NA,1,11626,NA,32,22,1
1,2,2,2320,7860,45,17,1,1,2000,NA,4,1,1,2,56836,46502,64,91,1
2,2,2,710,1680,39,16,2,1,2000,1,4,1,1,1,69753,517,51,72,NA
1,2,2,1010,6990,55,14,2,1,2000,4,4,3,NA,3,46502,28418,63,87,NA
1,2,2,800,770,52,18,1,1,2000,NA,4,3,2,3,46502,46502,60,85,1
1,2,1,2310,7860,60,18,2,1,2000,1,NA,NA,1,2,69753,33585,61,85,NA
1,2,1,3910,9370,30,16,2,2,2000,1,4,3,1,2,69753,33585,50,66,2
5,2,2,4710,4470,60,14,1,1,2000,1,NA,NA,NA,1,38752,NA,48,58,NA
1,2,1,3900,9470,48,15,1,1,2000,NA,4,3,1,1,21959,19376,38,24,1
1,2,2,4610,8290,50,12,1,1,2000,NA,4,2,2,2,56836,NA,48,44,1
1,2,2,4720,5390,20,12,2,2,2000,2,3,1,2,1,38752,NA,28,16,2
5,2,1,2310,7860,86,16,2,1,2000,NA,NA,NA,NA,2,46502,NA,61,85,1
2,2,2,4230,8660,21,12,1,1,2000,NA,4,1,3,3,2067,2067,25,14,1
7,2,1,4020,7860,69,2,2,2,2000,2,NA,NA,NA,2,6717,NA,33,24,2
2,2,1,4940,5690,23,8,2,3,2000,2,1,3,2,3,9300,NA,18,8,2
5,2,2,8310,9070,80,7,2,2,2000,NA,NA,NA,NA,1,6717,NA,31,18,2
1,2,2,4020,8680,37,12,2,2,2000,NA,NA,3,4,3,2067,NA,33,24,2
1,2,1,2000,7070,58,NA,2,2,2000,1,4,2,1,1,NA,NA,51,64,2
2,2,2,4230,8660,37,9,2,1,2000,1,NA,NA,2,2,11626,2067,25,14,NA
8,2,2,7840,1080,59,14,2,1,2000,3,NA,NA,NA,3,6717,NA,30,21,NA
8,2,1,6440,680,47,8,1,2,2000,NA,NA,NA,NA,2,16792,NA,43,50,2
7,2,2,8410,1490,79,8,2,1,2000,1,NA,NA,2,1,46502,NA,27,14,1
1,2,2,9620,3890,20,12,1,1,2000,2,NA,NA,3,3,56836,9300,25,16,NA
2,2,1,2200,7870,71,15,2,1,2000,3,NA,NA,1,3,9300,9300,74,94,NA
7,2,1,4020,8660,34,9,2,1,2000,1,NA,NA,1,1,11626,NA,33,24,NA
1,2,1,6260,770,19,10,1,1,2000,1,4,1,1,2,21959,19376,28,23,2
7,2,2,8850,1590,29,11,2,1,2000,NA,NA,NA,1,2,14209,14209,26,17,1
3,2,2,8320,1490,44,13,2,1,2000,NA,4,1,2,3,28418,28418,32,22,2
1,2,2,8450,4080,26,12,1,2,2000,NA,1,1,2,3,56836,33585,34,26,2
1,2,1,4700,4670,41,16,1,1,2000,2,4,2,2,2,33585,28418,38,39,1
5,1,2,4510,8980,84,6,2,1,2000,3,NA,NA,NA,1,NA,NA,36,27,NA
4,2,2,9640,5580,32,8,1,1,2000,3,NA,NA,NA,2,21959,4650,22,13,2
1,2,1,8810,4080,55,12,1,1,2000,1,4,1,3,1,56836,28418,32,20,1
1,2,2,1350,3570,38,16,1,1,2000,2,NA,NA,2,2,166419,69753,71,91,NA
1,2,1,2340,3890,49,14,1,1,2000,2,4,2,1,1,33585,33585,38,32,2
4,2,2,20,8680,24,12,2,1,2000,NA,NA,NA,2,3,33585,33585,50,65,2
1,2,2,5400,7270,24,12,2,1,2000,NA,4,2,2,2,28418,11626,38,29,2
2,2,2,2750,9160,35,18,1,1,2000,2,NA,NA,1,2,38752,11626,51,66,NA
5,2,1,2320,7860,63,18,1,1,2000,3,NA,NA,NA,1,28418,NA,64,91,NA
1,2,1,8460,1480,41,11,1,1,2000,2,NA,NA,2,1,38752,38752,33,26,NA
7,2,1,4760,5090,40,12,2,1,2000,2,NA,NA,2,1,24543,NA,31,18,1
1,2,1,4760,5380,56,11,2,1,2000,1,4,2,2,2,19376,19376,31,18,1
2,2,2,4760,5380,20,12,2,1,2000,1,NA,NA,2,2,28418,4650,31,18,NA
2,2,2,4040,8690,42,12,2,1,2000,NA,4,1,4,3,28418,NA,32,21,2
1,2,2,2720,8660,27,16,1,1,2000,2,3,2,2,3,19376,19376,65,80,2
1,2,2,230,8470,42,14,2,1,2000,1,NA,NA,1,2,85254,85254,59,80,NA
1,2,2,2310,7860,50,18,2,1,2000,1,4,2,1,3,46502,46502,61,85,2
3,2,1,4600,8470,22,8,2,3,2000,NA,2,2,1,2,11626,2067,35,28,2
2,2,1,4060,7870,26,18,2,1,2000,2,NA,NA,2,2,9300,9300,24,13,NA
1,2,1,5940,7860,43,19,2,1,2000,3,NA,NA,1,2,33585,33585,17,6,NA
1,2,2,3600,8270,44,14,2,2,2000,NA,1,1,1,3,46502,24543,48,50,2
5,2,1,8140,3370,76,9,2,1,2000,1,NA,NA,NA,1,24543,NA,38,35,2
3,2,1,2310,7860,46,17,2,2,2000,NA,4,1,1,3,69753,24543,61,85,2
7,2,1,5810,370,34,16,2,1,2000,NA,NA,NA,1,2,56836,NA,37,29,2
1,2,2,4110,8680,26,13,1,1,2000,3,NA,NA,2,2,21959,21959,31,16,NA
1,1,2,2710,6570,44,16,1,1,2000,3,NA,NA,1,1,85254,46502,58,77,NA
1,2,1,7030,9590,29,13,1,1,2000,2,NA,NA,2,1,38752,NA,60,84,NA
3,2,2,3600,8190,31,9,2,3,2000,2,4,1,1,3,24543,16792,48,50,2
1,2,2,1410,3360,39,15,1,1,2000,1,3,2,NA,1,103338,103338,73,94,1
1,2,1,430,7460,51,18,2,1,2000,NA,4,2,2,1,166419,160964,39,42,1
7,NA,NA,NA,NA,61,18,2,1,2000,NA,NA,NA,1,1,103338,NA,NA,NA,1
1,1,NA,7700,9070,56,18,1,1,2000,4,NA,NA,2,2,56836,38752,50,62,NA
8,1,2,3655,9090,50,17,2,1,2000,1,NA,NA,NA,2,6717,NA,49,54,1
1,2,2,8800,1280,49,13,1,3,2000,2,NA,NA,1,2,16792,16792,24,12,NA
8,2,NA,4230,7690,50,12,2,1,2000,5,NA,NA,NA,3,4650,NA,25,14,1
6,2,2,2320,7860,35,16,2,1,2000,3,NA,NA,NA,2,14209,11626,64,91,1
1,2,2,3600,8190,61,8,2,1,2000,4,4,2,1,2,21959,21959,48,50,1
1,2,1,7720,7380,32,12,2,1,2000,NA,4,2,2,3,19376,19376,27,12,2
1,1,2,410,7070,56,18,1,1,2000,2,NA,NA,2,2,166419,103338,41,44,NA
1,2,2,2840,5590,35,16,2,1,2000,NA,1,2,2,1,103338,38752,55,67,1
1,2,2,1020,3360,46,16,1,1,2000,NA,3,2,1,1,166419,160964,60,78,1
2,2,1,2200,7870,39,20,1,1,2000,1,NA,NA,1,1,69753,11626,74,94,1
1,2,2,1020,6080,41,16,2,1,2000,2,4,1,1,1,NA,NA,60,78,1
1,1,2,9130,6170,34,13,1,1,2000,3,NA,NA,1,2,56836,46502,35,29,NA
7,2,2,2710,8570,34,16,2,1,2000,NA,NA,NA,1,1,103338,NA,58,77,1
1,2,2,735,4470,28,18,2,1,2000,2,NA,NA,2,2,56836,56836,57,79,NA
1,1,2,4600,8470,47,11,2,1,2000,2,4,1,2,2,46502,9300,35,28,NA
1,2,2,3600,8170,42,12,2,1,2000,1,NA,NA,1,2,33585,11626,48,50,NA
1,1,2,220,770,37,12,1,1,2000,NA,4,1,2,2,69753,69753,53,75,1
7,2,1,3800,9470,40,15,2,1,2000,1,NA,NA,1,1,166419,14209,40,39,1
8,2,2,9620,4870,50,10,1,1,2000,2,NA,NA,NA,1,517,NA,25,16,NA
1,1,2,4700,5592,42,12,1,1,2000,NA,4,1,2,3,19376,6717,38,39,2
2,2,2,5120,7970,43,12,2,1,2000,1,4,1,2,1,166419,21959,45,48,1
5,2,2,50,290,76,13,1,1,2000,NA,NA,NA,NA,1,14209,NA,53,73,1
5,2,2,4010,7860,78,12,2,1,2000,1,NA,NA,NA,2,14209,NA,38,29,NA
1,2,2,1300,7290,41,17,1,1,2000,4,NA,NA,2,2,56836,56836,73,92,NA
1,2,1,230,7860,61,18,1,1,2000,1,NA,NA,1,1,103338,103338,59,80,NA
1,2,2,4700,4970,49,16,2,1,2000,4,4,2,2,1,69753,24543,38,39,1
7,2,2,2310,7860,59,18,2,1,2000,2,NA,NA,1,2,24543,14209,61,85,NA
7,NA,NA,NA,NA,39,12,2,1,2000,3,NA,NA,1,1,11626,NA,NA,NA,NA
7,2,2,6260,770,24,12,1,1,2000,3,NA,NA,1,2,38752,NA,28,23,NA
1,2,2,7750,3980,31,10,2,1,2000,3,NA,NA,2,2,3617,NA,35,26,NA
1,1,2,4600,8470,35,12,2,2,2000,1,3,2,2,2,69753,69753,35,28,2
7,2,1,3620,8270,29,14,2,1,2000,NA,NA,NA,2,3,14209,NA,55,71,2
7,2,2,6515,770,37,10,1,1,2000,3,NA,NA,2,3,16792,16792,36,34,2
1,2,2,9620,6390,41,14,1,1,2000,4,3,3,3,2,28418,28418,25,16,1
1,2,2,7200,8770,44,12,1,1,2000,1,NA,NA,2,2,33585,33585,45,50,NA
2,2,2,800,5080,37,15,2,3,2000,4,NA,NA,1,2,46502,5684,60,85,NA
2,2,2,4110,8680,27,17,2,1,2000,1,3,1,3,3,16792,NA,31,16,2
1,2,2,430,6680,47,15,1,1,2000,2,4,1,2,1,85254,69753,39,42,1
1,2,2,7720,3390,38,12,2,1,2000,4,NA,NA,2,1,46502,28418,27,12,NA
7,2,2,9640,5270,51,12,2,1,2000,NA,NA,NA,1,3,46502,NA,22,13,1
7,2,2,5700,1880,30,16,2,1,2000,NA,NA,NA,1,2,103338,NA,47,55,1
1,2,2,430,1070,27,16,1,1,2000,NA,4,2,1,2,69753,46502,39,42,1
7,2,2,8950,1270,63,12,2,1,2000,1,NA,NA,NA,2,28418,NA,29,18,1
5,2,2,6320,570,76,12,1,1,2000,1,NA,NA,NA,1,28418,NA,42,45,2
1,2,2,4110,8680,22,14,1,1,2000,2,NA,NA,2,1,46502,9300,31,16,NA
1,NA,NA,NA,NA,NA,13,2,1,2000,3,NA,NA,1,2,NA,NA,NA,NA,NA
5,2,2,1360,6080,75,12,1,1,2000,1,NA,NA,NA,2,28418,NA,65,91,NA
1,2,2,9240,6080,58,12,1,1,2000,NA,4,3,2,2,69753,69753,51,61,1
1,2,2,9610,3470,56,12,2,1,2000,1,4,3,3,1,38752,33585,22,9,1
1,2,2,3910,6870,42,14,1,1,2000,1,NA,NA,1,1,38752,38752,50,66,NA
2,2,2,4760,4770,58,12,2,1,2000,2,NA,NA,1,2,NA,NA,31,18,NA
2,2,2,3255,8180,36,15,2,1,2000,1,4,3,4,1,56836,11626,64,87,1
1,NA,2,7700,2170,44,14,1,1,2000,NA,4,3,2,1,85254,85254,50,62,1
1,2,2,8100,2370,21,12,2,1,2000,1,3,2,2,2,38752,19376,36,27,2
1,2,2,8800,1290,23,12,2,1,2000,2,NA,NA,1,1,38752,28418,24,12,NA
2,2,2,50,9080,22,14,2,1,2000,3,NA,NA,3,2,56836,6717,53,73,NA
1,NA,2,8965,2170,30,12,1,1,2000,NA,4,3,2,2,46502,NA,35,28,1
2,2,2,4220,7690,41,11,2,1,2000,NA,3,3,1,2,46502,7750,24,15,1
1,2,1,5700,9480,52,12,2,1,2000,NA,4,3,3,2,28418,28418,47,55,1
1,1,2,4710,8790,53,16,1,1,2000,1,NA,NA,1,1,46502,46502,48,58,NA
1,2,2,9750,2680,52,12,1,1,2000,2,4,3,2,2,85254,46502,26,17,2
7,2,2,4760,5380,74,12,2,1,2000,4,NA,NA,NA,3,24543,NA,31,18,NA
1,2,1,2010,8370,26,18,2,1,2000,2,4,1,2,2,69753,46502,54,68,2
4,2,2,4220,7690,21,8,1,1,2000,4,NA,NA,2,3,21959,NA,24,15,NA
1,2,2,4700,5790,30,12,2,1,2000,2,4,2,2,2,28418,28418,38,39,2
5,2,1,3955,9490,73,20,1,1,2000,1,NA,NA,NA,1,69753,NA,32,24,NA
2,2,2,4760,5790,18,11,2,2,2000,1,NA,NA,2,1,38752,5684,31,18,NA
6,NA,NA,NA,NA,21,14,1,3,2000,2,NA,NA,NA,2,11626,NA,NA,NA,3
1,2,1,2310,7860,54,18,2,1,2000,3,4,3,2,1,56836,56836,61,85,1
3,2,2,9130,6170,34,11,1,1,2000,1,NA,NA,2,3,56836,14209,35,29,NA
1,1,2,800,6970,33,14,1,1,2000,5,4,3,1,3,19376,2067,60,85,2
1,2,2,3930,3990,25,14,1,1,2000,1,NA,NA,1,2,19376,14209,34,27,NA
7,2,2,3930,7680,30,12,2,1,2000,4,NA,NA,2,3,2067,517,34,27,NA
1,1,2,4230,9290,42,12,2,1,2000,NA,2,1,2,2,56836,9300,25,14,1
7,NA,NA,NA,NA,27,12,2,1,2000,1,NA,NA,1,1,24543,NA,NA,NA,2
4,2,2,5610,1680,28,13,1,1,2000,NA,NA,NA,1,1,38752,9300,35,27,2
1,2,2,6050,290,37,11,2,1,2000,NA,3,3,1,3,46502,28418,27,18,1
4,2,2,7750,1870,39,13,2,1,2000,NA,NA,NA,2,2,46502,14209,35,26,1
7,2,2,4230,7690,36,12,2,1,2000,NA,NA,NA,1,2,28418,14209,25,14,2
3,2,2,4220,8190,53,12,1,3,2000,4,4,3,1,3,33585,NA,24,15,2
2,2,2,4610,8370,51,12,2,2,2000,4,3,2,2,1,9300,6717,48,44,2
7,NA,NA,NA,NA,22,11,2,1,2000,NA,NA,NA,1,3,4650,NA,NA,NA,2
2,2,2,4010,8680,23,12,2,1,2000,1,3,1,4,3,19376,14209,38,29,2
6,1,2,4510,8980,40,12,2,1,2000,2,NA,NA,NA,3,3617,NA,36,27,NA
1,2,2,3930,7680,44,11,1,1,2000,1,NA,NA,1,2,9300,9300,34,27,NA
1,2,2,3930,6970,39,16,2,1,2000,5,4,2,2,3,33585,16792,34,27,2
1,2,2,5700,7870,34,16,2,1,2000,1,NA,NA,1,3,33585,33585,47,55,NA
2,2,1,2540,7860,45,13,2,2,2000,NA,1,2,1,3,9300,2067,48,50,2
5,2,2,7700,2070,61,15,1,1,2000,NA,NA,NA,NA,1,69753,69753,50,62,1
1,2,1,6230,8570,56,14,1,1,2000,2,NA,NA,2,3,38752,14209,44,49,NA
2,2,2,4050,4970,21,11,1,3,2000,2,NA,NA,3,1,16792,14209,21,11,NA
1,2,2,5360,8190,38,14,2,1,2000,1,NA,NA,1,2,33585,28418,36,30,NA
1,2,2,3255,8190,36,14,2,1,2000,2,3,2,2,2,33585,33585,64,87,1
1,2,2,10,6870,41,12,2,2,2000,3,4,1,2,2,46502,14209,72,90,1
1,2,2,6440,770,36,14,1,3,2000,1,3,3,2,2,28418,28418,43,50,1
6,2,2,5700,6990,24,14,2,3,2000,NA,NA,NA,NA,3,7750,7750,47,55,2
8,2,2,5000,4260,42,9,1,3,2000,4,NA,NA,NA,3,14209,NA,46,54,2
1,2,2,6420,770,43,6,1,3,2000,NA,4,1,1,2,21959,21959,35,26,2
1,2,1,2200,7870,63,20,1,1,2000,NA,4,1,1,1,103338,85254,74,94,1
1,2,2,7030,9590,46,13,2,1,2000,1,NA,NA,1,1,56836,33585,60,84,NA
1,2,1,2330,7860,27,13,1,3,2000,NA,4,3,2,1,46502,28418,61,83,2
1,2,2,4700,5380,22,11,2,3,2000,1,4,1,2,2,16792,7750,38,39,2
4,2,2,4110,8680,19,11,1,1,2000,2,NA,NA,3,3,24543,517,31,16,NA
1,2,2,6200,2690,24,11,1,1,2000,1,NA,NA,1,1,28418,28418,49,63,NA
1,2,1,1105,9370,40,14,1,3,2000,2,NA,NA,1,2,38752,38752,61,82,NA
1,2,2,3420,5070,24,12,1,3,2000,1,NA,NA,3,3,19376,5684,55,74,NA
1,1,2,4920,7070,73,18,1,1,2000,1,4,3,1,1,NA,NA,49,69,1
1,1,2,2100,7270,40,20,1,1,2000,3,4,2,3,2,166419,103338,69,89,1
5,2,2,4760,5480,78,12,1,1,2000,2,NA,NA,NA,2,24543,NA,31,18,1
1,2,1,3700,8290,33,14,1,3,2000,1,3,3,1,2,56836,517,48,55,1
1,2,2,6230,770,40,10,1,3,2000,2,NA,NA,2,2,28418,NA,44,49,NA
5,2,2,8140,6270,78,11,1,1,2000,NA,NA,NA,NA,2,33585,NA,38,35,1
1,2,1,5940,9370,39,12,2,1,2000,NA,4,2,1,3,14209,14209,17,6,1
7,2,2,4720,4970,43,9,2,3,2000,2,NA,NA,3,2,56836,9300,28,16,NA
1,2,2,9750,2290,41,9,1,1,2000,1,NA,NA,1,2,24543,24543,26,17,NA
1,2,2,4850,3570,59,15,1,1,2000,1,4,3,2,2,85254,56836,45,55,1
1,2,2,9000,770,31,13,1,1,2000,NA,3,2,2,2,46502,NA,45,50,2
1,1,2,2200,5690,50,11,2,1,2000,NA,4,3,1,3,69753,69753,74,94,1
6,NA,NA,NA,NA,18,12,1,1,2000,3,NA,NA,NA,2,69753,NA,NA,NA,NA
1,2,1,2310,7860,53,17,2,1,2000,1,4,1,1,1,166419,69753,61,85,1
2,2,2,2310,7860,42,16,2,1,2000,2,4,1,2,3,166419,3617,61,85,1
1,1,2,1400,7380,67,18,1,3,2000,2,NA,NA,1,2,69753,69753,70,93,NA
7,2,2,310,8680,41,16,2,1,2000,3,NA,NA,1,1,69753,5684,39,40,NA
1,1,2,4840,6680,43,16,2,3,2000,NA,3,2,2,2,103338,85254,43,51,1
1,2,2,1020,9680,60,18,1,1,2000,2,4,3,1,1,103338,103338,60,78,1
5,2,1,1550,9590,62,13,1,1,2000,NA,NA,NA,NA,1,69753,NA,50,63,1
1,2,2,4110,8660,35,12,2,1,2000,1,NA,NA,2,1,85254,46502,31,16,NA
1,2,2,4840,8570,30,16,2,1,2000,NA,3,2,2,3,28418,2067,43,51,2
5,1,2,4850,4585,70,12,1,1,2000,NA,NA,NA,NA,2,33585,NA,45,55,2
5,2,2,5820,3990,86,12,2,1,2000,3,NA,NA,NA,2,7750,NA,37,29,NA
1,2,2,3420,7970,36,15,2,1,2000,4,NA,NA,2,3,16792,16792,55,74,NA
5,2,2,4600,9290,75,12,2,1,2000,4,NA,NA,NA,3,14209,NA,35,28,2
5,2,2,1005,7460,63,20,1,1,2000,1,NA,NA,NA,2,56836,NA,69,94,NA
1,2,2,4760,5270,26,13,1,1,2000,3,4,1,1,2,85254,21959,31,18,2
5,2,2,1460,3580,74,18,1,1,2000,1,NA,NA,NA,1,166419,NA,70,94,NA
1,1,2,2600,6480,32,16,2,1,2000,5,4,1,1,2,21959,3617,46,66,1
1,1,2,2600,8560,81,16,2,1,2000,NA,4,NA,1,NA,NA,517,46,66,2
1,2,2,2145,7270,37,14,2,1,2000,NA,3,2,2,2,103338,46502,52,64,1
5,1,2,430,7280,80,16,1,1,2000,2,NA,NA,NA,1,NA,NA,39,42,NA
5,2,2,1300,7290,86,16,1,1,2000,NA,NA,NA,NA,3,21959,NA,73,92,1
1,1,2,520,5570,63,12,2,1,2000,2,4,2,2,3,14209,14209,45,49,1
1,NA,2,800,7280,45,18,1,1,2000,NA,4,1,3,2,69753,69753,60,85,2
1,2,2,2840,3570,60,16,1,1,2000,1,4,3,2,1,56836,56836,55,67,1
1,2,2,9130,4470,56,12,1,2,2000,NA,4,3,1,2,85254,69753,35,29,2
